Age,Income,CreditScore,EmploymentStatus,Approved
25,90766,632,Self-employed,1
58,114435,504,Salaried,1
30,35151,688,Salaried,1
60,47509,728,Self-employed,0
44,106871,584,Salaried,1
55,131178,609,Salaried,1
64,97518,772,Salaried,1
43,70079,606,Self-employed,0
37,59484,620,Unemployed,1
21,75540,640,Unemployed,1
51,121409,723,Salaried,1
51,74724,682,Self-employed,1
62,116432,674,Salaried,1
62,104577,816,Salaried,1
54,136417,604,Unemployed,1
29,91007,545,Self-employed,1
42,83512,762,Self-employed,1
33,117930,675,Salaried,1
45,56942,585,Unemployed,0
38,71679,610,Unemployed,1
32,34599,509,Salaried,0
60,47370,675,Salaried,1
37,142701,489,Salaried,1
35,105769,725,Salaried,1
62,43878,592,Unemployed,0
35,120844,496,Salaried,1
35,63889,770,Self-employed,1
59,104228,898,Self-employed,1
33,103780,698,Self-employed,1
37,134949,618,Salaried,1
52,68868,544,Unemployed,0
29,62793,678,Salaried,1
60,20000,720,Self-employed,0
40,81346,650,Self-employed,1
46,106759,748,Salaried,1
47,110859,816,Unemployed,1
41,122571,511,Salaried,1
38,93694,682,Self-employed,1
33,100143,440,Self-employed,0
36,87043,560,Self-employed,0
29,106223,729,Salaried,1
32,56972,644,Self-employed,1
64,42746,472,Self-employed,0
58,60137,765,Salaried,1
39,91408,590,Self-employed,1
27,45987,743,Self-employed,1
55,66002,706,Self-employed,1
38,66961,558,Salaried,1
36,108454,745,Salaried,1
59,104802,685,Salaried,1
24,87114,669,Salaried,0
45,98531,598,Unemployed,0
52,99123,528,Salaried,1
60,74091,603,Salaried,1
33,68725,601,Self-employed,1
37,131100,743,Salaried,1
57,20000,468,Salaried,0
26,62760,811,Self-employed,1
39,78886,817,Self-employed,1
33,101798,579,Self-employed,1
46,119065,804,Self-employed,1
34,140701,539,Salaried,1
51,82248,773,Unemployed,1
24,84257,559,Salaried,1
59,95878,763,Salaried,1
28,69066,491,Salaried,0
45,49472,769,Salaried,1
33,82112,791,Salaried,1
52,107361,488,Self-employed,0
58,77712,843,Self-employed,1
58,97403,762,Salaried,1
48,28935,430,Self-employed,0
50,85552,596,Self-employed,0
23,72896,764,Salaried,1
48,46746,729,Salaried,1
23,104716,662,Salaried,1
54,140369,752,Salaried,1
36,114698,553,Self-employed,0
42,116612,655,Salaried,1
52,106374,556,Salaried,0
58,104393,664,Salaried,1
28,31017,760,Unemployed,1
28,81161,735,Salaried,1
26,100260,674,Self-employed,1
34,100942,758,Salaried,1
52,123151,769,Self-employed,1
55,54028,847,Unemployed,1
30,103218,778,Salaried,1
23,53048,722,Unemployed,1
32,78649,752,Self-employed,1
51,83141,676,Self-employed,1
49,110877,619,Self-employed,1
25,107348,745,Salaried,1
45,88609,733,Salaried,1
61,20438,682,Unemployed,0
51,98345,628,Salaried,1
41,76969,622,Unemployed,1
40,126754,605,Self-employed,1
59,119604,788,Salaried,1
42,56859,779,Self-employed,1
24,102465,774,Unemployed,1
33,103057,534,Salaried,1
62,100875,610,Salaried,1
40,96987,621,Self-employed,1
33,103904,583,Unemployed,0
37,130044,854,Self-employed,1
56,68458,694,Salaried,1
53,57825,686,Salaried,1
21,108481,598,Unemployed,1
35,28499,744,Salaried,1
33,104620,891,Self-employed,1
37,99308,658,Salaried,1
44,20000,624,Salaried,0
28,65909,640,Salaried,1
47,132279,614,Salaried,1
43,41284,649,Self-employed,0
28,91377,582,Salaried,0
28,54852,552,Salaried,0
46,63731,647,Salaried,0
33,142489,658,Unemployed,1
59,88703,619,Self-employed,1
57,100508,810,Salaried,1
48,81626,695,Salaried,1
45,39546,731,Self-employed,0
36,49452,734,Unemployed,0
22,120352,661,Salaried,1
38,89586,674,Salaried,1
37,61891,555,Self-employed,1
50,84338,722,Self-employed,1
59,104847,613,Self-employed,1
33,98634,579,Salaried,1
52,61906,793,Salaried,1
49,37740,503,Salaried,0
50,72788,839,Salaried,1
38,118271,830,Unemployed,1
33,110631,625,Salaried,1
63,97312,846,Self-employed,1
41,79873,552,Self-employed,1
50,69497,759,Salaried,1
41,80430,651,Unemployed,1
37,108453,451,Self-employed,0
60,115305,580,Unemployed,1
39,77146,630,Salaried,0
35,161086,735,Salaried,1
29,87772,597,Salaried,1
30,74591,619,Salaried,1
64,129270,709,Salaried,1
51,23851,703,Unemployed,0
43,99401,639,Salaried,1
50,82816,616,Unemployed,1
53,128445,753,Salaried,1
29,103147,616,Self-employed,1
21,89173,519,Salaried,1
64,104879,606,Salaried,1
55,53332,710,Unemployed,0
31,114004,633,Salaried,1
54,44662,594,Self-employed,0
36,95754,511,Self-employed,0
29,86068,634,Unemployed,0
52,32108,675,Self-employed,0
35,87068,539,Salaried,0
32,93459,629,Self-employed,1
53,65353,529,Salaried,0
34,54627,635,Salaried,1
28,99765,839,Salaried,1
28,95869,668,Salaried,1
47,91804,476,Salaried,0
32,85265,686,Unemployed,1
21,68003,794,Self-employed,1
63,153165,497,Unemployed,1
60,76050,534,Salaried,0
62,59046,678,Self-employed,1
31,86632,640,Salaried,1
59,79571,783,Salaried,1
63,75354,630,Unemployed,1
51,141228,740,Unemployed,1
37,51107,818,Salaried,1
53,86123,554,Unemployed,0
52,53119,732,Self-employed,1
49,68769,605,Unemployed,0
41,137083,406,Self-employed,0
41,93443,702,Unemployed,1
